timestamps population node_ids
281.8000000001298 hippocampus 58
116.30000000009554 hippocampus 60
129.00000000009507 hippocampus 60
269.40000000012697 hippocampus 60
116.20000000009554 hippocampus 61
130.9000000000955 hippocampus 61
267.10000000012644 hippocampus 61
261.7000000001252 hippocampus 62
272.3000000001276 hippocampus 62
283.7000000001302 hippocampus 62
110.20000000009588 hippocampus 70
120.70000000009529 hippocampus 70
128.3000000000949 hippocampus 81
141.60000000009794 hippocampus 81
257.90000000012435 hippocampus 81
267.8000000001266 hippocampus 81
281.1000000001296 hippocampus 81
272.1000000001276 hippocampus 83
281.1000000001296 hippocampus 83
114.10000000009566 hippocampus 84
127.10000000009492 hippocampus 84
261.80000000012524 hippocampus 84
276.1000000001285 hippocampus 84
125.800000000095 hippocampus 85
142.40000000009812 hippocampus 85
260.50000000012494 hippocampus 85
272.50000000012767 hippocampus 85
277.4000000001288 hippocampus 93
292.70000000013226 hippocampus 93
324.30000000013945 hippocampus 93
477.2000000001742 hippocampus 93
162.70000000010273 hippocampus 94
214.80000000011458 hippocampus 94
283.6000000001302 hippocampus 94
302.5000000001345 hippocampus 94
325.9000000001398 hippocampus 94
358.70000000014727 hippocampus 94
422.6000000001618 hippocampus 94
134.60000000009634 hippocampus 95
154.6000000001009 hippocampus 95
185.4000000001079 hippocampus 95
277.0000000001287 hippocampus 95
293.10000000013235 hippocampus 95
315.8000000001375 hippocampus 95
349.6000000001452 hippocampus 95
419.000000000161 hippocampus 95
342.30000000014354 hippocampus 97
152.4000000001004 hippocampus 98
183.30000000010742 hippocampus 98
281.5000000001297 hippocampus 98
294.90000000013276 hippocampus 98
309.9000000001362 hippocampus 98
327.2000000001401 hippocampus 98
347.9000000001448 hippocampus 98
374.3000000001508 hippocampus 98
412.0000000001594 hippocampus 98
493.10000000017783 hippocampus 98
138.70000000009728 hippocampus 99
157.40000000010153 hippocampus 99
188.5000000001086 hippocampus 99
276.40000000012856 hippocampus 99
286.90000000013094 hippocampus 99
301.6000000001343 hippocampus 99
320.40000000013856 hippocampus 99
344.0000000001439 hippocampus 99
375.9000000001512 hippocampus 99
429.6000000001634 hippocampus 99
155.30000000010105 hippocampus 100
212.90000000011415 hippocampus 100
115.60000000009558 hippocampus 101
134.0000000000962 hippocampus 101
192.4000000001095 hippocampus 101
210.60000000011362 hippocampus 101
259.30000000012467 hippocampus 101
272.50000000012767 hippocampus 101
92.60000000009688 hippocampus 102
101.40000000009638 hippocampus 102
111.50000000009581 hippocampus 102
123.9000000000951 hippocampus 102
136.00000000009666 hippocampus 102
168.300000000104 hippocampus 102
178.10000000010623 hippocampus 102
187.30000000010833 hippocampus 102
197.00000000011053 hippocampus 102
209.90000000011347 hippocampus 102
225.80000000011708 hippocampus 102
246.40000000012176 hippocampus 102
256.10000000012394 hippocampus 102
264.7000000001259 hippocampus 102
273.4000000001279 hippocampus 102
286.50000000013085 hippocampus 102
302.5000000001345 hippocampus 102
322.300000000139 hippocampus 102
334.7000000001418 hippocampus 102
359.50000000014745 hippocampus 102
379.20000000015193 hippocampus 102
95.40000000009672 hippocampus 103
106.00000000009612 hippocampus 103
119.50000000009535 hippocampus 103
170.20000000010444 hippocampus 103
181.40000000010698 hippocampus 103
192.60000000010953 hippocampus 103
204.8000000001123 hippocampus 103
232.60000000011863 hippocampus 103
247.50000000012201 hippocampus 103
257.8000000001243 hippocampus 103
268.40000000012674 hippocampus 103
284.6000000001304 hippocampus 103
300.8000000001341 hippocampus 103
313.80000000013706 hippocampus 103
343.60000000014384 hippocampus 103
364.80000000014866 hippocampus 103
111.30000000009582 hippocampus 104
186.90000000010824 hippocampus 104
265.30000000012603 hippocampus 104
113.00000000009572 hippocampus 105
183.7000000001075 hippocampus 105
209.90000000011347 hippocampus 105
229.900000000118 hippocampus 105
251.10000000012283 hippocampus 105
263.9000000001257 hippocampus 105
280.70000000012953 hippocampus 105
394.4000000001554 hippocampus 105
94.90000000009675 hippocampus 106
105.70000000009614 hippocampus 106
120.5000000000953 hippocampus 106
139.7000000000975 hippocampus 106
170.0000000001044 hippocampus 106
180.50000000010678 hippocampus 106
191.00000000010917 hippocampus 106
203.9000000001121 hippocampus 106
219.3000000001156 hippocampus 106
245.3000000001215 hippocampus 106
255.50000000012383 hippocampus 106
264.3000000001258 hippocampus 106
275.8000000001284 hippocampus 106
289.60000000013156 hippocampus 106
307.8000000001357 hippocampus 106
339.1000000001428 hippocampus 106
361.70000000014795 hippocampus 106
384.10000000015305 hippocampus 106
429.00000000016325 hippocampus 106
461.4000000001706 hippocampus 106
100.10000000009646 hippocampus 107
115.50000000009558 hippocampus 107
175.20000000010558 hippocampus 107
188.5000000001086 hippocampus 107
246.00000000012167 hippocampus 107
257.50000000012426 hippocampus 107
267.7000000001266 hippocampus 107
290.2000000001317 hippocampus 107
355.00000000014643 hippocampus 107
374.80000000015093 hippocampus 107
210.1000000001135 hippocampus 108
484.90000000017596 hippocampus 109
228.00000000011758 hippocampus 110
359.00000000014734 hippocampus 113
317.0000000001378 hippocampus 114
199.80000000011117 hippocampus 121
474.80000000017367 hippocampus 122
105.00000000009618 hippocampus 123
181.70000000010705 hippocampus 123
260.3000000001249 hippocampus 123
406.60000000015816 hippocampus 123
408.80000000015866 hippocampus 124
492.9000000001778 hippocampus 124
332.20000000014124 hippocampus 125
486.20000000017626 hippocampus 125
103.30000000009628 hippocampus 128
181.80000000010708 hippocampus 128
261.6000000001252 hippocampus 128
473.90000000017346 hippocampus 128
95.40000000009672 hippocampus 130
109.60000000009592 hippocampus 130
173.80000000010526 hippocampus 130
187.70000000010842 hippocampus 130
253.1000000001233 hippocampus 130
266.9000000001264 hippocampus 130
189.10000000010874 hippocampus 133
269.0000000001269 hippocampus 133
99.70000000009648 hippocampus 138
149.10000000009964 hippocampus 138
174.30000000010537 hippocampus 138
195.00000000011008 hippocampus 138
256.300000000124 hippocampus 138
109.30000000009593 hippocampus 139
263.8000000001257 hippocampus 139
68.00000000009828 hippocampus 140
248.7000000001223 hippocampus 140
230.7000000001182 hippocampus 141
302.2000000001344 hippocampus 142
27.500000000100254 hippocampus 145
328.1000000001403 hippocampus 145
349.00000000014506 hippocampus 149
474.1000000001735 hippocampus 149
238.2000000001199 hippocampus 150
230.3000000001181 hippocampus 151
127.5000000000949 hippocampus 155
285.0000000001305 hippocampus 159
218.0000000001153 hippocampus 160
103.30000000009628 hippocampus 161
180.30000000010673 hippocampus 161
258.6000000001245 hippocampus 161
327.30000000014013 hippocampus 162
401.500000000157 hippocampus 162
354.30000000014627 hippocampus 164
477.7000000001743 hippocampus 167
337.2000000001424 hippocampus 168
279.3000000001292 hippocampus 169
340.20000000014306 hippocampus 170
112.90000000009573 hippocampus 171
376.5000000001513 hippocampus 171
95.20000000009674 hippocampus 173
108.00000000009601 hippocampus 173
173.80000000010526 hippocampus 173
186.00000000010803 hippocampus 173
252.60000000012317 hippocampus 173
264.00000000012574 hippocampus 173
177.60000000010612 hippocampus 174
403.7000000001575 hippocampus 174
270.30000000012717 hippocampus 175
482.3000000001754 hippocampus 177
98.90000000009653 hippocampus 178
177.30000000010605 hippocampus 178
254.80000000012367 hippocampus 178
97.30000000009662 hippocampus 179
175.90000000010573 hippocampus 179
255.10000000012374 hippocampus 179
328.6000000001404 hippocampus 179
357.400000000147 hippocampus 179
101.2000000000964 hippocampus 181
180.00000000010667 hippocampus 181
259.9000000001248 hippocampus 181
371.2000000001501 hippocampus 181
253.80000000012345 hippocampus 182
93.40000000009684 hippocampus 185
102.50000000009632 hippocampus 185
172.30000000010492 hippocampus 185
181.10000000010692 hippocampus 185
251.4000000001229 hippocampus 185
260.60000000012496 hippocampus 185
279.80000000012933 hippocampus 185
477.2000000001742 hippocampus 185
330.40000000014084 hippocampus 188
106.5000000000961 hippocampus 192
291.2000000001319 hippocampus 193
196.70000000011046 hippocampus 197
272.1000000001276 hippocampus 197
174.60000000010544 hippocampus 199
430.80000000016366 hippocampus 200
461.60000000017067 hippocampus 201
349.40000000014516 hippocampus 203
363.2000000001483 hippocampus 205
338.80000000014275 hippocampus 206
183.90000000010755 hippocampus 207
280.1000000001294 hippocampus 208
427.900000000163 hippocampus 210
226.60000000011726 hippocampus 211
173.5000000001052 hippocampus 212
97.80000000009659 hippocampus 215
175.50000000010564 hippocampus 215
253.90000000012347 hippocampus 215
269.9000000001271 hippocampus 215
390.0000000001544 hippocampus 216
193.00000000010962 hippocampus 217
97.00000000009663 hippocampus 218
116.00000000009555 hippocampus 218
174.9000000001055 hippocampus 218
193.20000000010967 hippocampus 218
254.9000000001237 hippocampus 218
275.8000000001284 hippocampus 218
205.10000000011237 hippocampus 224
97.30000000009662 hippocampus 226
176.70000000010592 hippocampus 226
254.30000000012356 hippocampus 226
410.10000000015896 hippocampus 227
264.2000000001258 hippocampus 228
288.70000000013135 hippocampus 229
451.6000000001684 hippocampus 229
252.20000000012308 hippocampus 230
393.6000000001552 hippocampus 231
111.30000000009582 hippocampus 232
300.0000000001339 hippocampus 233
349.00000000014506 hippocampus 233
99.80000000009647 hippocampus 235
177.70000000010614 hippocampus 235
256.300000000124 hippocampus 235
477.40000000017426 hippocampus 235
219.00000000011553 hippocampus 236
49.10000000009935 hippocampus 237
107.10000000009606 hippocampus 237
96.60000000009666 hippocampus 239
116.60000000009552 hippocampus 239
145.0000000000987 hippocampus 239
160.4000000001022 hippocampus 239
174.30000000010537 hippocampus 239
189.0000000001087 hippocampus 239
253.40000000012336 hippocampus 239
267.8000000001266 hippocampus 239
163.20000000010285 hippocampus 240
175.00000000010553 hippocampus 240
267.0000000001264 hippocampus 240
480.00000000017485 hippocampus 244
238.60000000012 hippocampus 246
212.200000000114 hippocampus 248
262.30000000012535 hippocampus 248
101.50000000009638 hippocampus 253
318.3000000001381 hippocampus 253
168.40000000010403 hippocampus 257
426.80000000016275 hippocampus 257
484.40000000017585 hippocampus 258
350.8000000001455 hippocampus 260
483.50000000017565 hippocampus 260
419.70000000016114 hippocampus 262
390.5000000001545 hippocampus 266
121.10000000009526 hippocampus 269
369.8000000001498 hippocampus 270
314.8000000001373 hippocampus 272
390.9000000001546 hippocampus 273
97.5000000000966 hippocampus 274
174.50000000010542 hippocampus 274
182.00000000010712 hippocampus 274
215.50000000011474 hippocampus 274
230.20000000011808 hippocampus 274
253.90000000012347 hippocampus 274
269.70000000012703 hippocampus 274
478.30000000017446 hippocampus 274
103.40000000009627 hippocampus 276
182.4000000001072 hippocampus 276
259.20000000012465 hippocampus 276
96.00000000009669 hippocampus 278
116.30000000009554 hippocampus 278
174.70000000010546 hippocampus 278
192.60000000010953 hippocampus 278
252.90000000012324 hippocampus 278
266.30000000012626 hippocampus 278
269.9000000001271 hippocampus 279
268.00000000012665 hippocampus 280
387.5000000001538 hippocampus 281
238.10000000011988 hippocampus 282
99.90000000009647 hippocampus 283
179.20000000010648 hippocampus 283
257.2000000001242 hippocampus 283
479.50000000017474 hippocampus 284
492.6000000001777 hippocampus 292
457.20000000016967 hippocampus 293
321.70000000013886 hippocampus 294
488.5000000001768 hippocampus 294
104.40000000009621 hippocampus 295
182.8000000001073 hippocampus 295
259.1000000001246 hippocampus 295
357.70000000014704 hippocampus 296
217.5000000001152 hippocampus 300
209.50000000011337 hippocampus 301
294.1000000001326 hippocampus 302
475.5000000001738 hippocampus 304
100.00000000009646 hippocampus 308
428.50000000016314 hippocampus 311
338.30000000014263 hippocampus 312
388.400000000154 hippocampus 313
377.10000000015145 hippocampus 315
110.40000000009587 hippocampus 317
185.80000000010799 hippocampus 317
261.2000000001251 hippocampus 317
267.4000000001265 hippocampus 318
105.10000000009617 hippocampus 319
184.80000000010776 hippocampus 319
263.60000000012565 hippocampus 319
94.90000000009675 hippocampus 320
204.00000000011212 hippocampus 321
472.00000000017303 hippocampus 321
103.50000000009626 hippocampus 322
183.90000000010755 hippocampus 322
259.1000000001246 hippocampus 322
447.3000000001674 hippocampus 322
275.50000000012835 hippocampus 323
90.30000000009701 hippocampus 325
102.30000000009633 hippocampus 325
480.1000000001749 hippocampus 325
189.70000000010887 hippocampus 326
452.20000000016853 hippocampus 327
100.20000000009645 hippocampus 330
179.10000000010646 hippocampus 330
257.50000000012426 hippocampus 330
310.8000000001364 hippocampus 330
394.70000000015546 hippocampus 331
94.70000000009676 hippocampus 332
106.70000000009608 hippocampus 332
172.30000000010492 hippocampus 332
183.50000000010746 hippocampus 332
252.00000000012304 hippocampus 332
263.20000000012556 hippocampus 332
430.70000000016364 hippocampus 335
187.80000000010844 hippocampus 339
401.400000000157 hippocampus 349
223.90000000011665 hippocampus 351
389.00000000015416 hippocampus 351
266.1000000001262 hippocampus 352
225.10000000011692 hippocampus 353
452.20000000016853 hippocampus 353
431.8000000001639 hippocampus 354
496.5000000001786 hippocampus 356
315.7000000001375 hippocampus 358
96.80000000009665 hippocampus 360
175.10000000010555 hippocampus 360
253.30000000012333 hippocampus 360
267.60000000012656 hippocampus 360
54.800000000099025 hippocampus 361
236.0000000001194 hippocampus 362
340.8000000001432 hippocampus 363
369.20000000014966 hippocampus 364
295.6000000001329 hippocampus 366
180.50000000010678 hippocampus 367
151.6000000001002 hippocampus 368
338.7000000001427 hippocampus 370
357.400000000147 hippocampus 372
111.00000000009584 hippocampus 376
186.7000000001082 hippocampus 376
261.6000000001252 hippocampus 376
328.30000000014036 hippocampus 376
233.30000000011879 hippocampus 377
112.90000000009573 hippocampus 379
197.20000000011058 hippocampus 379
264.2000000001258 hippocampus 379
471.3000000001729 hippocampus 379
266.4000000001263 hippocampus 383
472.2000000001731 hippocampus 384
340.3000000001431 hippocampus 386
235.90000000011938 hippocampus 388
170.5000000001045 hippocampus 390
341.00000000014325 hippocampus 390
73.000000000098 hippocampus 395
100.30000000009645 hippocampus 395
267.7000000001266 hippocampus 395
198.2000000001108 hippocampus 396
303.1000000001346 hippocampus 397
274.8000000001282 hippocampus 398
381.40000000015243 hippocampus 398
330.50000000014086 hippocampus 401
231.6000000001184 hippocampus 403
102.70000000009631 hippocampus 404
181.0000000001069 hippocampus 404
258.1000000001244 hippocampus 404
433.40000000016425 hippocampus 404
160.8000000001023 hippocampus 406
239.30000000012015 hippocampus 406
91.20000000009696 hippocampus 407
111.40000000009582 hippocampus 407
195.90000000011028 hippocampus 407
389.2000000001542 hippocampus 408
230.80000000011822 hippocampus 412
256.9000000001241 hippocampus 412
107.80000000009602 hippocampus 414
183.50000000010746 hippocampus 414
260.90000000012503 hippocampus 414
97.40000000009661 hippocampus 419
118.8000000000954 hippocampus 419
174.9000000001055 hippocampus 419
191.1000000001092 hippocampus 419
254.30000000012356 hippocampus 419
268.7000000001268 hippocampus 419
448.1000000001676 hippocampus 420
185.900000000108 hippocampus 423
261.3000000001251 hippocampus 423
55.80000000009897 hippocampus 424
102.9000000000963 hippocampus 424
190.200000000109 hippocampus 424
265.6000000001261 hippocampus 424
96.20000000009668 hippocampus 425
334.3000000001417 hippocampus 425
103.80000000009625 hippocampus 427
179.40000000010653 hippocampus 427
258.2000000001244 hippocampus 427
313.2000000001369 hippocampus 428
189.50000000010883 hippocampus 431
263.9000000001257 hippocampus 434
100.10000000009646 hippocampus 436
179.10000000010646 hippocampus 436
256.9000000001241 hippocampus 436
325.9000000001398 hippocampus 436
221.80000000011617 hippocampus 439
397.000000000156 hippocampus 441
240.60000000012045 hippocampus 447
168.50000000010405 hippocampus 448
212.300000000114 hippocampus 449
275.40000000012833 hippocampus 451
446.9000000001673 hippocampus 451
468.0000000001721 hippocampus 452
472.00000000017303 hippocampus 455
184.80000000010776 hippocampus 457
377.50000000015154 hippocampus 460
461.7000000001707 hippocampus 461
180.90000000010687 hippocampus 462
194.10000000010987 hippocampus 462
245.90000000012165 hippocampus 463
417.7000000001607 hippocampus 470
184.30000000010764 hippocampus 472
430.1000000001635 hippocampus 473
100.60000000009643 hippocampus 474
177.30000000010605 hippocampus 474
256.9000000001241 hippocampus 474
368.1000000001494 hippocampus 475
457.3000000001697 hippocampus 475
99.4000000000965 hippocampus 480
177.20000000010603 hippocampus 480
255.4000000001238 hippocampus 480
435.8000000001648 hippocampus 481
337.8000000001425 hippocampus 484
157.3000000001015 hippocampus 485
202.6000000001118 hippocampus 487
404.80000000015775 hippocampus 487
168.20000000010398 hippocampus 493
200.8000000001114 hippocampus 493
314.4000000001372 hippocampus 493
389.1000000001542 hippocampus 493
156.0000000001012 hippocampus 494
198.2000000001108 hippocampus 494
296.4000000001331 hippocampus 494
369.8000000001498 hippocampus 494
429.80000000016344 hippocampus 494
115.50000000009558 hippocampus 495
141.20000000009784 hippocampus 495
182.20000000010717 hippocampus 495
201.00000000011144 hippocampus 495
224.20000000011672 hippocampus 495
239.9000000001203 hippocampus 495
258.1000000001244 hippocampus 495
271.7000000001275 hippocampus 495
283.1000000001301 hippocampus 495
300.10000000013395 hippocampus 495
321.1000000001387 hippocampus 495
344.300000000144 hippocampus 495
370.10000000014986 hippocampus 495
404.80000000015775 hippocampus 495
445.1000000001669 hippocampus 495
113.20000000009571 hippocampus 496
130.80000000009548 hippocampus 496
155.00000000010098 hippocampus 496
181.30000000010696 hippocampus 496
195.00000000011008 hippocampus 496
211.10000000011374 hippocampus 496
227.40000000011744 hippocampus 496
241.10000000012056 hippocampus 496
255.70000000012388 hippocampus 496
268.2000000001267 hippocampus 496
281.20000000012965 hippocampus 496
295.1000000001328 hippocampus 496
310.30000000013627 hippocampus 496
326.50000000013995 hippocampus 496
344.400000000144 hippocampus 496
364.1000000001485 hippocampus 496
388.400000000154 hippocampus 496
414.90000000016005 hippocampus 496
450.8000000001682 hippocampus 496
110.60000000009586 hippocampus 497
127.4000000000949 hippocampus 497
148.5000000000995 hippocampus 497
165.70000000010342 hippocampus 497
176.40000000010585 hippocampus 497
188.20000000010853 hippocampus 497
200.30000000011128 hippocampus 497
214.70000000011456 hippocampus 497
230.40000000011813 hippocampus 497
247.30000000012197 hippocampus 497
262.30000000012535 hippocampus 497
273.80000000012797 hippocampus 497
284.1000000001303 hippocampus 497
298.30000000013354 hippocampus 497
315.00000000013733 hippocampus 497
333.7000000001416 hippocampus 497
355.00000000014643 hippocampus 497
379.20000000015193 hippocampus 497
406.90000000015823 hippocampus 497
443.2000000001665 hippocampus 497
488.6000000001768 hippocampus 497
127.10000000009492 hippocampus 498
157.80000000010162 hippocampus 498
176.2000000001058 hippocampus 498
190.90000000010915 hippocampus 498
212.300000000114 hippocampus 498
241.20000000012058 hippocampus 498
267.60000000012656 hippocampus 498
293.7000000001325 hippocampus 498
335.9000000001421 hippocampus 498
418.1000000001608 hippocampus 498
141.20000000009784 hippocampus 499
162.70000000010273 hippocampus 499
176.50000000010587 hippocampus 499
191.1000000001092 hippocampus 499
211.8000000001139 hippocampus 499
243.30000000012106 hippocampus 499
314.70000000013727 hippocampus 499
258.0000000001244 hippocampus 500
395.4000000001556 hippocampus 500
212.00000000011394 hippocampus 501
261.40000000012515 hippocampus 501
379.600000000152 hippocampus 501
478.1000000001744 hippocampus 501
122.80000000009517 hippocampus 502
152.4000000001004 hippocampus 502
186.3000000001081 hippocampus 502
206.30000000011265 hippocampus 502
236.80000000011958 hippocampus 502
267.60000000012656 hippocampus 502
288.30000000013126 hippocampus 502
316.90000000013777 hippocampus 502
353.100000000146 hippocampus 502
391.10000000015464 hippocampus 502
431.10000000016373 hippocampus 502
482.70000000017546 hippocampus 502
123.70000000009512 hippocampus 503
157.00000000010144 hippocampus 503
188.5000000001086 hippocampus 503
208.50000000011315 hippocampus 503
232.9000000001187 hippocampus 503
256.8000000001241 hippocampus 503
272.2000000001276 hippocampus 503
290.50000000013176 hippocampus 503
316.90000000013777 hippocampus 503
346.5000000001445 hippocampus 503
377.00000000015143 hippocampus 503
409.60000000015884 hippocampus 503
447.90000000016755 hippocampus 503
491.1000000001774 hippocampus 503
112.60000000009575 hippocampus 504
130.80000000009548 hippocampus 504
157.00000000010144 hippocampus 504
178.90000000010642 hippocampus 504
191.80000000010935 hippocampus 504
204.90000000011233 hippocampus 504
219.60000000011567 hippocampus 504
232.40000000011858 hippocampus 504
247.60000000012204 hippocampus 504
259.4000000001247 hippocampus 504
271.2000000001274 hippocampus 504
284.80000000013047 hippocampus 504
301.1000000001342 hippocampus 504
319.40000000013833 hippocampus 504
340.4000000001431 hippocampus 504
363.80000000014843 hippocampus 504
389.6000000001543 hippocampus 504
419.100000000161 hippocampus 504
453.5000000001688 hippocampus 504
496.80000000017867 hippocampus 504
106.70000000009608 hippocampus 505
122.70000000009517 hippocampus 505
142.90000000009823 hippocampus 505
168.60000000010407 hippocampus 505
183.7000000001075 hippocampus 505
197.10000000011055 hippocampus 505
213.30000000011424 hippocampus 505
230.40000000011813 hippocampus 505
247.9000000001221 hippocampus 505
259.70000000012476 hippocampus 505
269.40000000012697 hippocampus 505
281.70000000012976 hippocampus 505
294.80000000013274 hippocampus 505
308.6000000001359 hippocampus 505
322.7000000001391 hippocampus 505
338.2000000001426 hippocampus 505
355.50000000014654 hippocampus 505
374.50000000015086 hippocampus 505
395.9000000001557 hippocampus 505
419.30000000016105 hippocampus 505
449.1000000001678 hippocampus 505
482.70000000017546 hippocampus 505
107.20000000009605 hippocampus 506
123.60000000009512 hippocampus 506
144.70000000009864 hippocampus 506
164.60000000010317 hippocampus 506
176.70000000010592 hippocampus 506
188.40000000010858 hippocampus 506
200.20000000011126 hippocampus 506
214.5000000001145 hippocampus 506
230.00000000011804 hippocampus 506
246.5000000001218 hippocampus 506
262.5000000001254 hippocampus 506
275.6000000001284 hippocampus 506
287.5000000001311 hippocampus 506
304.2000000001349 hippocampus 506
324.30000000013945 hippocampus 506
343.8000000001439 hippocampus 506
368.30000000014945 hippocampus 506
397.30000000015605 hippocampus 506
431.0000000001637 hippocampus 506
476.40000000017403 hippocampus 506
160.8000000001023 hippocampus 507
189.8000000001089 hippocampus 507
229.0000000001178 hippocampus 507
282.3000000001299 hippocampus 507
396.40000000015584 hippocampus 507
166.00000000010348 hippocampus 508
181.0000000001069 hippocampus 508
196.20000000011035 hippocampus 508
227.50000000011747 hippocampus 508
277.1000000001287 hippocampus 508
433.1000000001642 hippocampus 508
143.80000000009844 hippocampus 509
203.0000000001119 hippocampus 509
278.9000000001291 hippocampus 509
343.0000000001437 hippocampus 509
426.9000000001628 hippocampus 509
128.2000000000949 hippocampus 510
172.30000000010492 hippocampus 510
207.30000000011287 hippocampus 510
272.2000000001276 hippocampus 510
305.5000000001352 hippocampus 510
345.7000000001443 hippocampus 510
390.9000000001546 hippocampus 510
439.0000000001655 hippocampus 510
483.90000000017574 hippocampus 510
125.40000000009502 hippocampus 511
163.20000000010285 hippocampus 511
191.30000000010924 hippocampus 511
219.40000000011563 hippocampus 511
251.90000000012301 hippocampus 511
270.9000000001273 hippocampus 511
